{'outOfRailTime': 0.9860087130960132, 'outOfRailVelocity': 24.130979472318334, 'apogeeTime': 13.954804850679663, 'apogeeAltitude': 829.4097817112024, 'apogeeX': 96.24210853713737, 'apogeeY': 79.2790999024582, 'impactTime': 56.07047528948408, 'impactX': 313.6121387104566, 'impactY': 27.930060525888848, 'impactVelocity': -20.848143191130127, 'initialStaticMargin': 1.9716975290318104, 'outOfRailStaticMargin': 2.1518519864871473, 'finalStaticMargin': 2.9591357533675056, 'numberOfEvents': 1, 'maxVelocity': 124.96909291200113, 'drogueTriggerTime': 12.942857142857145, 'drogueInflatedTime': 14.849413100960444, 'drogueInflatedVelocity': 12.447735695756379}
{'outOfRailTime': 1.143566701314641, 'outOfRailVelocity': 21.644002116521122, 'apogeeTime': 14.010397893705038, 'apogeeAltitude': 797.2810508429025, 'apogeeX': 85.11374930455797, 'apogeeY': 87.18883487364545, 'impactTime': 62.48522775618506, 'impactX': 319.7944385859966, 'impactY': 15.040005798984497, 'impactVelocity': -17.41430437979424, 'initialStaticMargin': 1.8371743869167598, 'outOfRailStaticMargin': 2.004993474036076, 'finalStaticMargin': 2.8014946104532483, 'numberOfEvents': 1, 'maxVelocity': 119.60180253424551, 'drogueTriggerTime': 13.066666666666668, 'drogueInflatedTime': 14.178000468282036, 'drogueInflatedVelocity': 9.153895417009467}
{'outOfRailTime': 1.3498718993193817, 'outOfRailVelocity': 19.369404468251215, 'apogeeTime': 14.676040604432753, 'apogeeAltitude': 829.7437614739595, 'apogeeX': 58.01613094106903, 'apogeeY': 92.89568426294123, 'impactTime': 61.174083200137936, 'impactX': 271.36493957856055, 'impactY': 29.75660807895126, 'impactVelocity': -18.540340613319835, 'initialStaticMargin': 2.5342130758914854, 'outOfRailStaticMargin': 2.6888300908444487, 'finalStaticMargin': 3.488169221878046, 'numberOfEvents': 1, 'maxVelocity': 118.58938456952174, 'drogueTriggerTime': 13.876190476190477, 'drogueInflatedTime': 15.647837938839682, 'drogueInflatedVelocity': 12.1320938980263}
{'outOfRailTime': 0.8163186004066405, 'outOfRailVelocity': 27.75779143661843, 'apogeeTime': 15.014947529617013, 'apogeeAltitude': 854.9171582255117, 'apogeeX': 147.30302512984983, 'apogeeY': 113.04072530753103, 'impactTime': 65.78264347806743, 'impactX': 415.85929190127683, 'impactY': 27.782015532476233, 'impactVelocity': -17.876049932795805, 'initialStaticMargin': 1.9162333147369919, 'outOfRailStaticMargin': 2.1142102980696795, 'finalStaticMargin': 2.9128242403988214, 'numberOfEvents': 1, 'maxVelocity': 129.77631196257792, 'drogueTriggerTime': 12.790476190476191, 'drogueInflatedTime': 12.954189609157963, 'drogueInflatedVelocity': 15.095560544440811}
{'outOfRailTime': 0.7657031318952425, 'outOfRailVelocity': 29.266112968678247, 'apogeeTime': 14.05599172915737, 'apogeeAltitude': 897.9365622946254, 'apogeeX': 99.41032269533945, 'apogeeY': 92.11576388878647, 'impactTime': 63.668019895218805, 'impactX': 348.20704869770543, 'impactY': 12.86959645786035, 'impactVelocity': -18.064507350119804, 'initialStaticMargin': 1.7713748070702249, 'outOfRailStaticMargin': 1.9794717547023208, 'finalStaticMargin': 2.810382203754227, 'numberOfEvents': 1, 'maxVelocity': 134.68611965916412, 'drogueTriggerTime': 13.133333333333335, 'drogueInflatedTime': 16.258393430998403, 'drogueInflatedVelocity': 22.2994421609136}
{'outOfRailTime': 1.5212745964871306, 'outOfRailVelocity': 17.52435949159972, 'apogeeTime': 14.14782457102203, 'apogeeAltitude': 718.1874522996252, 'apogeeX': 82.86042596199417, 'apogeeY': 120.70843805539415, 'impactTime': 59.23732474406303, 'impactX': 293.64771531744555, 'impactY': 73.93918598530976, 'impactVelocity': -16.48078551628615, 'initialStaticMargin': 2.600637218451885, 'outOfRailStaticMargin': 2.7890925913212468, 'finalStaticMargin': 3.7430699936189717, 'numberOfEvents': 1, 'maxVelocity': 106.61029912700981, 'drogueTriggerTime': 13.161904761904763, 'drogueInflatedTime': 15.190035786919958, 'drogueInflatedVelocity': 15.036093013025116}
{'outOfRailTime': 1.2622217459197065, 'outOfRailVelocity': 20.378554074033595, 'apogeeTime': 14.747510589111693, 'apogeeAltitude': 866.0795122452992, 'apogeeX': 61.86895374298198, 'apogeeY': 74.80989278620658, 'impactTime': 62.55159451520473, 'impactX': 285.17811589028923, 'impactY': -2.7500223355624653, 'impactVelocity': -18.741734691240808, 'initialStaticMargin': 1.88961051717867, 'outOfRailStaticMargin': 2.048825035736953, 'finalStaticMargin': 2.8801040581138357, 'numberOfEvents': 1, 'maxVelocity': 123.56485966390169, 'drogueTriggerTime': 13.885714285714286, 'drogueInflatedTime': 15.768952286284406, 'drogueInflatedVelocity': 11.929898095485276}
{'outOfRailTime': 1.1008835191321942, 'outOfRailVelocity': 22.427709803145525, 'apogeeTime': 14.52746277266335, 'apogeeAltitude': 874.5699116717308, 'apogeeX': 127.28946647813065, 'apogeeY': 129.1715654432136, 'impactTime': 67.46847966962322, 'impactX': 404.72220784136005, 'impactY': 55.253717573962426, 'impactVelocity': -17.39453487598867, 'initialStaticMargin': 1.8386012829287446, 'outOfRailStaticMargin': 2.018255406718959, 'finalStaticMargin': 2.9041110682117, 'numberOfEvents': 1, 'maxVelocity': 126.88834622698528, 'drogueTriggerTime': 13.600000000000001, 'drogueInflatedTime': 14.693686705489577, 'drogueInflatedVelocity': 12.816995482586524}
{'outOfRailTime': 0.9218114056675094, 'outOfRailVelocity': 25.391665086627878, 'apogeeTime': 13.978572659375242, 'apogeeAltitude': 846.2158578844503, 'apogeeX': 98.55474367107888, 'apogeeY': 86.7350792192081, 'impactTime': 60.41450774472521, 'impactX': 334.0963026897795, 'impactY': 20.261642063015003, 'impactVelocity': -18.98551861942449, 'initialStaticMargin': 1.6887170525580961, 'outOfRailStaticMargin': 1.8736801411465758, 'finalStaticMargin': 2.6798365549039533, 'numberOfEvents': 1, 'maxVelocity': 127.38521595446848, 'drogueTriggerTime': 12.904761904761905, 'drogueInflatedTime': 14.898710022643092, 'drogueInflatedVelocity': 12.84851877881786}
{'outOfRailTime': 0.7163407923796883, 'outOfRailVelocity': 30.543113063574538, 'apogeeTime': 13.64223244921363, 'apogeeAltitude': 849.5677212773392, 'apogeeX': 112.60728489740444, 'apogeeY': 83.49586946334895, 'impactTime': 63.18096853735616, 'impactX': 368.4046816695403, 'impactY': 4.052685668115145, 'impactVelocity': -17.942374841928725, 'initialStaticMargin': 1.4695239342508732, 'outOfRailStaticMargin': 1.6905406574531765, 'finalStaticMargin': 2.5050983097782833, 'numberOfEvents': 1, 'maxVelocity': 131.04106033312627, 'drogueTriggerTime': 12.666666666666668, 'drogueInflatedTime': 14.151990686828507, 'drogueInflatedVelocity': 11.19123080670542}
{'outOfRailTime': 1.0799102167236545, 'outOfRailVelocity': 22.833713157168088, 'apogeeTime': 14.615970645630384, 'apogeeAltitude': 892.5327065712331, 'apogeeX': 115.46399266178285, 'apogeeY': 110.61199624476517, 'impactTime': 67.158560051123, 'impactX': 388.0586587797799, 'impactY': 32.34788256124212, 'impactVelocity': -17.880103058939806, 'initialStaticMargin': 2.0642963488521224, 'outOfRailStaticMargin': 2.2371572871294143, 'finalStaticMargin': 3.091072465734023, 'numberOfEvents': 1, 'maxVelocity': 129.10063580222072, 'drogueTriggerTime': 13.62857142857143, 'drogueInflatedTime': 14.816950320160808, 'drogueInflatedVelocity': 11.314798198567692}
{'outOfRailTime': 1.040244693946613, 'outOfRailVelocity': 23.345068661633523, 'apogeeTime': 14.303945114222142, 'apogeeAltitude': 859.6416702160468, 'apogeeX': 149.2455149450796, 'apogeeY': 130.50553904510326, 'impactTime': 62.16681467730738, 'impactX': 413.2443510969531, 'impactY': 77.8193532686195, 'impactVelocity': -18.26371777190001, 'initialStaticMargin': 2.312621478086344, 'outOfRailStaticMargin': 2.488333524441201, 'finalStaticMargin': 3.3151256674062672, 'numberOfEvents': 1, 'maxVelocity': 126.87990731932959, 'drogueTriggerTime': 13.304761904761905, 'drogueInflatedTime': 16.02932486960137, 'drogueInflatedVelocity': 21.29088086878587}
{'outOfRailTime': 0.9568541027945157, 'outOfRailVelocity': 24.3787700789637, 'apogeeTime': 13.47511499817724, 'apogeeAltitude': 767.7756120053723, 'apogeeX': 90.2603726006805, 'apogeeY': 76.69107464513934, 'impactTime': 54.02168500186154, 'impactX': 292.99949499090076, 'impactY': 27.926452177651075, 'impactVelocity': -19.835428487695836, 'initialStaticMargin': 1.6827640190018307, 'outOfRailStaticMargin': 1.8882390966677531, 'finalStaticMargin': 2.7530054063518943, 'numberOfEvents': 1, 'maxVelocity': 118.94032507034954, 'drogueTriggerTime': 12.609523809523811, 'drogueInflatedTime': 14.643940219750482, 'drogueInflatedVelocity': 14.237889827759249}
{'outOfRailTime': 0.8141628372391485, 'outOfRailVelocity': 27.757640692780402, 'apogeeTime': 13.80436996158929, 'apogeeAltitude': 846.6306394105447, 'apogeeX': 149.63938629059464, 'apogeeY': 132.0196787792567, 'impactTime': 54.3325655874861, 'impactX': 391.4207072454483, 'impactY': 115.5839808752397, 'impactVelocity': -21.886586171267165, 'initialStaticMargin': 1.988109322398648, 'outOfRailStaticMargin': 2.2000840502100587, 'finalStaticMargin': 3.054313021002421, 'numberOfEvents': 1, 'maxVelocity': 129.25417110490181, 'drogueTriggerTime': 12.980952380952383, 'drogueInflatedTime': 15.38526993865803, 'drogueInflatedVelocity': 20.423390208156412}
{'outOfRailTime': 1.1106000699463854, 'outOfRailVelocity': 22.12821636397328, 'apogeeTime': 14.02409578937406, 'apogeeAltitude': 810.0634228401027, 'apogeeX': 85.16958916731787, 'apogeeY': 87.07510659810985, 'impactTime': 57.45963765636544, 'impactX': 302.3733328332445, 'impactY': 38.07957879423739, 'impactVelocity': -20.235136077162945, 'initialStaticMargin': 1.6585083829681395, 'outOfRailStaticMargin': 1.8409917057864056, 'finalStaticMargin': 2.7139966377551823, 'numberOfEvents': 1, 'maxVelocity': 121.68332775075568, 'drogueTriggerTime': 12.904761904761905, 'drogueInflatedTime': 14.140656326505473, 'drogueInflatedVelocity': 8.994840586463473}
{'outOfRailTime': 1.0539588227891075, 'outOfRailVelocity': 23.071024175030377, 'apogeeTime': 14.286215058473163, 'apogeeAltitude': 854.8903194520419, 'apogeeX': 115.78602829780647, 'apogeeY': 113.95707017952564, 'impactTime': 60.213482537471215, 'impactX': 361.15937982056914, 'impactY': 65.94979193627442, 'impactVelocity': -19.89499871873412, 'initialStaticMargin': 1.8234510645642157, 'outOfRailStaticMargin': 2.006074627575376, 'finalStaticMargin': 2.879598310627308, 'numberOfEvents': 1, 'maxVelocity': 126.37061782177449, 'drogueTriggerTime': 13.485714285714288, 'drogueInflatedTime': 14.64560344179224, 'drogueInflatedVelocity': 12.024735099789812}
{'outOfRailTime': 1.4241696018740986, 'outOfRailVelocity': 18.68608178386912, 'apogeeTime': 14.939565150202998, 'apogeeAltitude': 843.1941352345655, 'apogeeX': 93.0341429827576, 'apogeeY': 111.60841181781376, 'impactTime': 67.1916525123145, 'impactX': 347.5287292384075, 'impactY': 33.40204119684787, 'impactVelocity': -16.624541041568623, 'initialStaticMargin': 2.770365858750844, 'outOfRailStaticMargin': 2.9410179061061146, 'finalStaticMargin': 3.8547360649026934, 'numberOfEvents': 1, 'maxVelocity': 118.45165623039962, 'drogueTriggerTime': 14.009523809523811, 'drogueInflatedTime': 15.762918250336098, 'drogueInflatedVelocity': 13.025311398847206}
{'outOfRailTime': 0.8667384726940507, 'outOfRailVelocity': 26.64427471084223, 'apogeeTime': 14.09447707653583, 'apogeeAltitude': 877.3843109170034, 'apogeeX': 104.53997377079584, 'apogeeY': 91.81173899727587, 'impactTime': 64.25226902990076, 'impactX': 357.2801331215051, 'impactY': 10.51484056480667, 'impactVelocity': -17.68155153405432, 'initialStaticMargin': 1.7768286819109156, 'outOfRailStaticMargin': 1.9672101185330075, 'finalStaticMargin': 2.78337119973555, 'numberOfEvents': 1, 'maxVelocity': 131.19063151957226, 'drogueTriggerTime': 13.190476190476192, 'drogueInflatedTime': 15.76201151807664, 'drogueInflatedVelocity': 18.344468667295423}
{'outOfRailTime': 1.3440848410623671, 'outOfRailVelocity': 19.4529888535298, 'apogeeTime': 14.670571983983129, 'apogeeAltitude': 833.7868576371134, 'apogeeX': 79.32932789707961, 'apogeeY': 94.31072360119494, 'impactTime': 67.70584405726567, 'impactX': 331.3303362862512, 'impactY': 6.523328373678652, 'impactVelocity': -16.345379732110768, 'initialStaticMargin': 2.0630616580335057, 'outOfRailStaticMargin': 2.228809254648139, 'finalStaticMargin': 3.1037771428038163, 'numberOfEvents': 1, 'maxVelocity': 119.85446850748495, 'drogueTriggerTime': 13.714285714285715, 'drogueInflatedTime': 15.068196847345622, 'drogueInflatedVelocity': 9.65935902864564}
{'outOfRailTime': 1.1578213514658318, 'outOfRailVelocity': 21.60440686170398, 'apogeeTime': 14.451288470487818, 'apogeeAltitude': 848.2151696510771, 'apogeeX': 157.32498791970156, 'apogeeY': 139.96072464309495, 'impactTime': 61.71186657626739, 'impactX': 424.6762710559148, 'impactY': 94.58694964418878, 'impactVelocity': -18.80840429575124, 'initialStaticMargin': 2.151014536108548, 'outOfRailStaticMargin': 2.3261036924014062, 'finalStaticMargin': 3.201037023089391, 'numberOfEvents': 1, 'maxVelocity': 124.35166931395808, 'drogueTriggerTime': 13.333333333333334, 'drogueInflatedTime': 15.294795375467292, 'drogueInflatedVelocity': 16.950686277424175}
{'outOfRailTime': 1.2709020684509493, 'outOfRailVelocity': 20.186035718650754, 'apogeeTime': 14.508208535760327, 'apogeeAltitude': 827.9829428537951, 'apogeeX': 142.54765788892422, 'apogeeY': 142.66347775228834, 'impactTime': 62.955854197533846, 'impactX': 401.82164304679964, 'impactY': 93.1602350817748, 'impactVelocity': -17.25685531331111, 'initialStaticMargin': 2.249397435624285, 'outOfRailStaticMargin': 2.4250525949776343, 'finalStaticMargin': 3.328615372997777, 'numberOfEvents': 1, 'maxVelocity': 120.64406756218153, 'drogueTriggerTime': 13.600000000000001, 'drogueInflatedTime': 16.368913576465747, 'drogueInflatedVelocity': 22.587100430567574}
{'outOfRailTime': 1.1899066956683455, 'outOfRailVelocity': 20.891940138049524, 'apogeeTime': 13.720343435606994, 'apogeeAltitude': 748.43075714569, 'apogeeX': 101.79367517041986, 'apogeeY': 94.92779957308612, 'impactTime': 55.2144073713315, 'impactX': 311.86809687319374, 'impactY': 50.53900713614532, 'impactVelocity': -18.752917840823, 'initialStaticMargin': 1.5217748659516017, 'outOfRailStaticMargin': 1.6978083142400464, 'finalStaticMargin': 2.5278969206687587, 'numberOfEvents': 1, 'maxVelocity': 114.79523242750008, 'drogueTriggerTime': 12.847619047619048, 'drogueInflatedTime': 14.977582669766788, 'drogueInflatedVelocity': 15.81219303152073}
{'outOfRailTime': 1.0987636362201714, 'outOfRailVelocity': 22.354513287375312, 'apogeeTime': 14.361808252542907, 'apogeeAltitude': 847.5388743820527, 'apogeeX': 96.18126459745213, 'apogeeY': 103.74444633267112, 'impactTime': 65.28874057601092, 'impactX': 349.9427441656962, 'impactY': 29.716257481110926, 'impactVelocity': -17.598642814269645, 'initialStaticMargin': 2.491042481961587, 'outOfRailStaticMargin': 2.6791471935117563, 'finalStaticMargin': 3.5808737372795663, 'numberOfEvents': 1, 'maxVelocity': 123.67273374534409, 'drogueTriggerTime': 13.43809523809524, 'drogueInflatedTime': 14.475531333440102, 'drogueInflatedVelocity': 10.230247748917147}
{'outOfRailTime': 0.9638073651668174, 'outOfRailVelocity': 24.77704087819543, 'apogeeTime': 14.725243712589792, 'apogeeAltitude': 899.970271351453, 'apogeeX': 111.93382779072293, 'apogeeY': 98.5902881300878, 'impactTime': 70.94461587141593, 'impactX': 396.9151542289802, 'impactY': -2.163636582259003, 'impactVelocity': -16.778755215888324, 'initialStaticMargin': 1.9894802503083169, 'outOfRailStaticMargin': 2.1661812190505034, 'finalStaticMargin': 2.9830804119440915, 'numberOfEvents': 1, 'maxVelocity': 131.33347897281655, 'drogueTriggerTime': 13.742857142857144, 'drogueInflatedTime': 14.28285350061754, 'drogueInflatedVelocity': 10.375877451395434}
{'outOfRailTime': 0.8379982340452142, 'outOfRailVelocity': 27.308940268628323, 'apogeeTime': 13.825604305304983, 'apogeeAltitude': 850.7338165565734, 'apogeeX': 121.51043574703147, 'apogeeY': 91.59530645069773, 'impactTime': 66.44756603660528, 'impactX': 392.59572267730226, 'impactY': 2.8060318839709715, 'impactVelocity': -16.821407895984407, 'initialStaticMargin': 1.134132822489075, 'outOfRailStaticMargin': 1.316779503766519, 'finalStaticMargin': 2.0812404392015376, 'numberOfEvents': 1, 'maxVelocity': 130.9665165955291, 'drogueTriggerTime': 12.866666666666667, 'drogueInflatedTime': 14.265853943951042, 'drogueInflatedVelocity': 11.631640958491355}
{'outOfRailTime': 1.1955571490986712, 'outOfRailVelocity': 21.02386133537257, 'apogeeTime': 14.269350322747558, 'apogeeAltitude': 813.9885951815713, 'apogeeX': 143.41525197547625, 'apogeeY': 142.86046147405997, 'impactTime': 61.27984883456362, 'impactX': 400.6271886815547, 'impactY': 99.2794307922752, 'impactVelocity': -18.284833034831028, 'initialStaticMargin': 2.234018703703945, 'outOfRailStaticMargin': 2.407614213786406, 'finalStaticMargin': 3.2635751176317442, 'numberOfEvents': 1, 'maxVelocity': 120.57127433144007, 'drogueTriggerTime': 13.152380952380954, 'drogueInflatedTime': 14.839067793875074, 'drogueInflatedVelocity': 15.666747019257537}
{'outOfRailTime': 1.3800814789217328, 'outOfRailVelocity': 18.917518475840485, 'apogeeTime': 14.252271091637589, 'apogeeAltitude': 767.9526035554175, 'apogeeX': 73.25400061998131, 'apogeeY': 90.1211082197238, 'impactTime': 62.25107246067622, 'impactX': 295.4355622549667, 'impactY': 18.56825946119651, 'impactVelocity': -16.50681783253027, 'initialStaticMargin': 2.2219646621384874, 'outOfRailStaticMargin': 2.3794388341844406, 'finalStaticMargin': 3.169736336624748, 'numberOfEvents': 1, 'maxVelocity': 113.09325848922771, 'drogueTriggerTime': 13.342857142857143, 'drogueInflatedTime': 15.158506811824324, 'drogueInflatedVelocity': 12.257624222698405}
{'outOfRailTime': 1.2852223351102383, 'outOfRailVelocity': 20.016112100693306, 'apogeeTime': 14.307427346778427, 'apogeeAltitude': 803.6617748678054, 'apogeeX': 104.45319458618305, 'apogeeY': 102.8754470635211, 'impactTime': 60.39854540357425, 'impactX': 339.3260277082394, 'impactY': 46.23810235828628, 'impactVelocity': -18.442479086612323, 'initialStaticMargin': 1.3000386893129785, 'outOfRailStaticMargin': 1.4451704917675117, 'finalStaticMargin': 2.1819576879798985, 'numberOfEvents': 1, 'maxVelocity': 118.88232809862876, 'drogueTriggerTime': 13.295238095238096, 'drogueInflatedTime': 14.779452746348891, 'drogueInflatedVelocity': 11.581498427685766}
{'outOfRailTime': 0.7520205641343913, 'outOfRailVelocity': 29.43387611644947, 'apogeeTime': 13.813977977340715, 'apogeeAltitude': 856.4715348515367, 'apogeeX': 126.41867917782636, 'apogeeY': 94.53962981279072, 'impactTime': 66.23946601322739, 'impactX': 398.130142835125, 'impactY': 7.736393783871052, 'impactVelocity': -16.8127549164032, 'initialStaticMargin': 2.266965991316772, 'outOfRailStaticMargin': 2.4959246234822228, 'finalStaticMargin': 3.3658629685915082, 'numberOfEvents': 1, 'maxVelocity': 129.93278132781765, 'drogueTriggerTime': 12.80952380952381, 'drogueInflatedTime': 14.658224444586414, 'drogueInflatedVelocity': 13.861262626273568}
{'outOfRailTime': 1.1713657877224801, 'outOfRailVelocity': 21.56466533314413, 'apogeeTime': 14.667659939156794, 'apogeeAltitude': 879.273071984378, 'apogeeX': 142.56643414732304, 'apogeeY': 135.990712783155, 'impactTime': 67.53351380694205, 'impactX': 423.4090119936017, 'impactY': 63.40256049158107, 'impactVelocity': -17.00693252909609, 'initialStaticMargin': 1.650759314971931, 'outOfRailStaticMargin': 1.8187119650991692, 'finalStaticMargin': 2.687701978072435, 'numberOfEvents': 1, 'maxVelocity': 127.52041746027801, 'drogueTriggerTime': 13.657142857142858, 'drogueInflatedTime': 15.853639398573746, 'drogueInflatedVelocity': 17.589398627048208}
{'outOfRailTime': 1.1313736971002029, 'outOfRailVelocity': 22.068440146557208, 'apogeeTime': 14.680621582033941, 'apogeeAltitude': 889.019457808103, 'apogeeX': 95.17025772549435, 'apogeeY': 92.10405514833853, 'impactTime': 62.588437941973915, 'impactX': 339.1256511662845, 'impactY': 25.437537788176066, 'impactVelocity': -19.60915910678009, 'initialStaticMargin': 1.986267432492686, 'outOfRailStaticMargin': 2.1568584960261066, 'finalStaticMargin': 3.0147468067976875, 'numberOfEvents': 1, 'maxVelocity': 127.53179155811472, 'drogueTriggerTime': 13.676190476190477, 'drogueInflatedTime': 15.15343135681084, 'drogueInflatedVelocity': 10.311902339769805}
{'outOfRailTime': 1.1564554152108546, 'outOfRailVelocity': 21.69733631921344, 'apogeeTime': 14.533585005323737, 'apogeeAltitude': 863.591069282724, 'apogeeX': 124.55015706736926, 'apogeeY': 113.52445036776388, 'impactTime': 62.37262031471003, 'impactX': 378.41405284526934, 'impactY': 53.276788418168074, 'impactVelocity': -18.655638054038672, 'initialStaticMargin': 1.9070258158647178, 'outOfRailStaticMargin': 2.068250633309191, 'finalStaticMargin': 2.875387169296822, 'numberOfEvents': 1, 'maxVelocity': 125.58598164090256, 'drogueTriggerTime': 13.514285714285716, 'drogueInflatedTime': 15.685860720149956, 'drogueInflatedVelocity': 16.051609624836704}
{'outOfRailTime': 1.0430656290650426, 'outOfRailVelocity': 23.157992164593637, 'apogeeTime': 14.111741597300595, 'apogeeAltitude': 834.1205260101019, 'apogeeX': 76.04897850100245, 'apogeeY': 81.94966633252623, 'impactTime': 63.23307391920026, 'impactX': 309.3549161636198, 'impactY': 1.8616225638494244, 'impactVelocity': -17.423984544302, 'initialStaticMargin': 2.14388003142753, 'outOfRailStaticMargin': 2.324843471124375, 'finalStaticMargin': 3.162734315048818, 'numberOfEvents': 1, 'maxVelocity': 123.91953129981584, 'drogueTriggerTime': 13.190476190476192, 'drogueInflatedTime': 15.220234137341448, 'drogueInflatedVelocity': 13.274459332548723}
{'outOfRailTime': 0.7748074224060376, 'outOfRailVelocity': 29.322846415456713, 'apogeeTime': 15.426779110477367, 'apogeeAltitude': 980.8572621442561, 'apogeeX': 121.74863673476, 'apogeeY': 110.74578368532906, 'impactTime': 76.74859858944407, 'impactX': 435.70411141345284, 'impactY': -12.063860357241754, 'impactVelocity': -16.624078775476548, 'initialStaticMargin': 1.925496481766925, 'outOfRailStaticMargin': 2.105717037408924, 'finalStaticMargin': 2.866179401408837, 'numberOfEvents': 1, 'maxVelocity': 142.12795011152068, 'drogueTriggerTime': 13.714285714285715, 'drogueInflatedTime': 14.070591150363422, 'drogueInflatedVelocity': 11.793750116521803}
{'outOfRailTime': 0.9139366808695601, 'outOfRailVelocity': 25.564135418954088, 'apogeeTime': 14.190090107347284, 'apogeeAltitude': 868.9699304925014, 'apogeeX': 158.48274486091924, 'apogeeY': 138.59997292717588, 'impactTime': 65.52916389487649, 'impactX': 439.33618019432373, 'impactY': 75.55569175552174, 'impactVelocity': -17.063203208100536, 'initialStaticMargin': 2.8986038184166163, 'outOfRailStaticMargin': 3.113338539055793, 'finalStaticMargin': 4.0565574265325, 'numberOfEvents': 1, 'maxVelocity': 128.82878303400537, 'drogueTriggerTime': 13.323809523809524, 'drogueInflatedTime': 15.986420946758575, 'drogueInflatedVelocity': 22.456791396350273}
{'outOfRailTime': 1.056646723908341, 'outOfRailVelocity': 22.993818064453908, 'apogeeTime': 14.073117154639755, 'apogeeAltitude': 825.6939367670052, 'apogeeX': 55.74662820717871, 'apogeeY': 60.76440208756459, 'impactTime': 61.85901323985894, 'impactX': 273.3558345741034, 'impactY': -23.89045227244646, 'impactVelocity': -17.804012188792086, 'initialStaticMargin': 1.9076888896150939, 'outOfRailStaticMargin': 2.065580870525715, 'finalStaticMargin': 2.7918891386038003, 'numberOfEvents': 1, 'maxVelocity': 123.21202950872478, 'drogueTriggerTime': 13.142857142857144, 'drogueInflatedTime': 15.097025848989322, 'drogueInflatedVelocity': 11.528883452604287}
{'outOfRailTime': 1.436338830139695, 'outOfRailVelocity': 18.51996257074147, 'apogeeTime': 14.589280744409713, 'apogeeAltitude': 798.0101135394409, 'apogeeX': 131.74677358168395, 'apogeeY': 143.65094312364783, 'impactTime': 64.58736581833706, 'impactX': 391.1834751392454, 'impactY': 85.70729404875894, 'impactVelocity': -16.689349727524217, 'initialStaticMargin': 2.274650852811655, 'outOfRailStaticMargin': 2.430904120223817, 'finalStaticMargin': 3.253037481985146, 'numberOfEvents': 1, 'maxVelocity': 115.826080016174, 'drogueTriggerTime': 13.63809523809524, 'drogueInflatedTime': 15.13528786872953, 'drogueInflatedVelocity': 15.207124343771554}
{'outOfRailTime': 1.354079290816767, 'outOfRailVelocity': 19.356174394283432, 'apogeeTime': 14.736316501873974, 'apogeeAltitude': 836.8011794517363, 'apogeeX': 152.0561922495307, 'apogeeY': 155.6762847705681, 'impactTime': 65.01685917449787, 'impactX': 426.4907904102312, 'impactY': 101.89653396817003, 'impactVelocity': -17.65973790063807, 'initialStaticMargin': 1.9650559327824282, 'outOfRailStaticMargin': 2.128332588164393, 'finalStaticMargin': 2.9931698565631097, 'numberOfEvents': 1, 'maxVelocity': 120.26688896728878, 'drogueTriggerTime': 13.838095238095239, 'drogueInflatedTime': 14.91870235961386, 'drogueInflatedVelocity': 15.704006461341157}
{'outOfRailTime': 1.4076994910861051, 'outOfRailVelocity': 18.727344241667716, 'apogeeTime': 14.398165399719765, 'apogeeAltitude': 782.8827048083788, 'apogeeX': 114.33407893709216, 'apogeeY': 110.42403274522832, 'impactTime': 61.85607088310746, 'impactX': 355.5921058634707, 'impactY': 49.84873362003479, 'impactVelocity': -17.196866549533837, 'initialStaticMargin': 1.640659322833099, 'outOfRailStaticMargin': 1.8026875125310005, 'finalStaticMargin': 2.6447086017928347, 'numberOfEvents': 1, 'maxVelocity': 114.89503007844603, 'drogueTriggerTime': 13.580952380952382, 'drogueInflatedTime': 15.133102199762522, 'drogueInflatedVelocity': 13.663819469887093}
{'outOfRailTime': 1.6867967916064623, 'outOfRailVelocity': 16.710854665765186, 'apogeeTime': 15.36470543144922, 'apogeeAltitude': 835.7240114953804, 'apogeeX': 76.30831390471737, 'apogeeY': 119.26350364440306, 'impactTime': 60.69328544181847, 'impactX': 293.5588398435375, 'impactY': 74.06987810661484, 'impactVelocity': -19.07067920439676, 'initialStaticMargin': 2.313230224298625, 'outOfRailStaticMargin': 2.471953765333082, 'finalStaticMargin': 3.3771626888993214, 'numberOfEvents': 1, 'maxVelocity': 115.04743717226475, 'drogueTriggerTime': 14.457142857142859, 'drogueInflatedTime': 16.66868923673637, 'drogueInflatedVelocity': 15.903005379981213}
{'outOfRailTime': 0.8285919555990144, 'outOfRailVelocity': 27.794628363934198, 'apogeeTime': 14.539025931792153, 'apogeeAltitude': 950.626055767729, 'apogeeX': 94.30669221104684, 'apogeeY': 81.17904761972093, 'impactTime': 68.34099125770972, 'impactX': 367.1982347966791, 'impactY': -13.326394269047741, 'impactVelocity': -18.570926526057594, 'initialStaticMargin': 2.3141883614661083, 'outOfRailStaticMargin': 2.503488653805572, 'finalStaticMargin': 3.3217095697104626, 'numberOfEvents': 1, 'maxVelocity': 137.88939896444793, 'drogueTriggerTime': 13.685714285714287, 'drogueInflatedTime': 14.709483472477869, 'drogueInflatedVelocity': 8.662100823820778}
